Filename,CommitSHA,Author,Date
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,d3a3cf91bc4f60da7a07336b9ea33e9ae25fa9a6,altvnv,2018-03-16T16:49:07Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,8019212fccc48c618f7dd335ee909e9717cd7385,Matthew Rollings,2018-05-11T10:59:44Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,77919fc8cb4683bc218af4d068cb68d1267d8461,Matthew Rollings,2018-05-11T11:04:28Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,72bf1ce12f2408db8bef259d480335eb1ededfeb,Matthew Rollings,2018-05-11T11:04:52Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,eff3329618c9b0ad1b7f782383be323183dc665a,Matthew Rollings,2018-05-11T12:00:38Z
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,e820055a226cd2c5cdb427b80f264bb9b1384ccf,Matthew Rollings,2018-05-11T13:16:33Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,8b985d927ff18acc804440a84c6d2b5efee0c6d9,Matthew Rollings,2019-03-14T12:24:58Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,8b985d927ff18acc804440a84c6d2b5efee0c6d9,Matthew Rollings,2019-03-14T12:24:58Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,8b985d927ff18acc804440a84c6d2b5efee0c6d9,Matthew Rollings,2019-03-14T12:24:58Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,8b985d927ff18acc804440a84c6d2b5efee0c6d9,Matthew Rollings,2019-03-14T12:24:58Z
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,8b985d927ff18acc804440a84c6d2b5efee0c6d9,Matthew Rollings,2019-03-14T12:24:58Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,8b985d927ff18acc804440a84c6d2b5efee0c6d9,Matthew Rollings,2019-03-14T12:24:58Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,94e8c24b687b69b04c1910c22aa224f8e7fd5f3d,Daniel Kutik,2019-11-16T02:34:24Z
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,94e8c24b687b69b04c1910c22aa224f8e7fd5f3d,Daniel Kutik,2019-11-16T02:34:24Z
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,94e8c24b687b69b04c1910c22aa224f8e7fd5f3d,Daniel Kutik,2019-11-16T02:34:24Z
app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,94e8c24b687b69b04c1910c22aa224f8e7fd5f3d,Daniel Kutik,2019-11-16T02:34:24Z
rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,94e8c24b687b69b04c1910c22aa224f8e7fd5f3d,Daniel Kutik,2019-11-16T02:34:24Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,1ea425289fbd480147be2e584def97b2f89497ad,Daniel Kutik,2019-11-16T02:39:54Z
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,1ea425289fbd480147be2e584def97b2f89497ad,Daniel Kutik,2019-11-16T02:39:54Z
app/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,d1513cad35471a37772e443d732cdd71652ec2b9,Daniel Kutik,2019-11-16T02:45:47Z
rootbeerlib/src/androidTest/java/com/scottyab/rootbeer/ApplicationTest.java,d1513cad35471a37772e443d732cdd71652ec2b9,Daniel Kutik,2019-11-16T02:45:47Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,59c387ef07075c5919f95569cbcd513c8a8f7c4a,Ivan Vlasov,2019-12-09T10:32:18Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,59c387ef07075c5919f95569cbcd513c8a8f7c4a,Ivan Vlasov,2019-12-09T10:32:18Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,0ff04d397ee8f7d336dcc29c5717d996552f5f2c,mat,2020-01-28T12:41:49Z
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,b8986907f154b243184862a3766a4c6c7b3a4271,mat,2020-01-28T13:03:18Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,b8986907f154b243184862a3766a4c6c7b3a4271,mat,2020-01-28T13:03:18Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,d1b40829bf88d238dc0f83214c4208c7eef407ad,mat,2020-01-28T14:06:12Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,d1b40829bf88d238dc0f83214c4208c7eef407ad,mat,2020-01-28T14:06:12Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,53b32c3371fb5cdcf2f1dba3620cfc4fa95b0ffc,Matthew Rollings,2020-01-30T13:05:20Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,4dc3b789a6ef07fe1e50352739f9a41d0df750e1,mat,2020-01-30T13:09:02Z
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,94b0dddab9f3fd26ce77f09db64598566eb863c3,mat,2020-01-30T16:12:36Z
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,a00e3f7b65dfb8b9de43c2f265dccdee989bd790,Daniel Kutik,2020-01-31T00:54:28Z
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,7815ef83b8b88b1ef1fab3ea30f4c8d7712dff19,Matthew Rollings,2020-02-03T20:42:40Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,89cd69abb034c007a4ee8e3be7baae7f7b5de37e,mat,2020-02-07T09:43:09Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/QLog.java,89cd69abb034c007a4ee8e3be7baae7f7b5de37e,mat,2020-02-07T09:43:09Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,b71502a78055e12227f83359cda7d51874e312de,Fi5t,2020-07-15T20:47:49Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,bb43b749ed81657ee8a2bdcfe0770e4499966a36,Matthew Rollings,2020-07-21T13:10:44Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeer.java,f9ec6c9ab1e6ee1ff1274f6bfe3aa1ba7f4f68f1,Slim Namouchi,2020-07-21T13:19:44Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.kt,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/RootSampleApp.kt,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootItemAdapter.kt,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckForRootWorker.kt,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/RootBeerNative.java,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/CheckRootTask.java,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/MainActivity.java,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/RootItemResult.kt,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/TextViewFont.java,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/extensions/ViewExtensions.kt,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/ResultIconView.kt,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/RootedResultTextView.kt,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
app/src/main/java/com/scottyab/rootbeer/sample/ui/ScopedActivity.kt,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/Const.java,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
rootbeerlib/src/main/java/com/scottyab/rootbeer/util/Utils.java,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
rootbeerlib/src/test/java/com/scottyab/rootbeer/RootBeerTest.java,3163211e242e6310117c5c92dfe4f0c6c7cc18b2,Scott Alexander-Bown,2021-05-08T14:18:37Z
